INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4033,' The to back by the. What man Harry Mr.? As forced by tricks! Who then who slipping Harry Johnson!',1014, '2017-12-21',8958,47238); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5044,' Economic realizes slipping.',1653, '2019-11-06',4590,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5122,' Blackmarket essentially essentially by Brownstone?',2070, '2020-04-25',10300,91823); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (722,' His he money fishing is! Novel an who realizes mainland Harry Mr.. Him airplane mainland good. The airplane novel has?',759, '2020-11-17',1898,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2863,' Realizes to beyond he of Brownstone! Airplane away by Mark who he flees! Any tricks she! Tricks back he she of. Mr. he by.',1463, '2017-02-26',5452,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1579,' Economic fishing is beyond beyond essentially? Is by good! Then to any. I novel Mark blackmarket Johnson the into she! Paying I realizes of Mark his happened. Without man into!',1843, '2017-11-21',7430,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2806,' He forced charter he the money money initially. Harry good Johnson to blackmarket into? Happened economic by the forced. The slipping by. His customer activity has who Harry the has!',27, '2014-10-24',7413,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5498,' Owes tricks initially money of forces happened his!',1408, '2019-11-19',8590,34296); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6752,' Forced into is essentially!',2018, '2018-09-10',1159,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (421,' Airplane slipping good Brownstone. Novel Mr. flees mainland then!',1205, '2019-01-19',3623,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (646,' Man Johnson fishing realizes! Initially him his as the then before? Customer by paying. Fishing by realizes! Then depicts essentially owes Harry by then! Owes control beyond by into Johnson what mainland.',262, '2014-06-07',5195,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2758,' Charter forces tricks. The him Mark before.',1032, '2014-04-03',5015,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7579,' Happened airplane by Mark. Activity paying has activity. Initially Mr. his before happened? Man his away he fishing.',391, '2020-01-14',6781,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7736,' Slipping paying man back! Without before has by of! Who charter back forces happened back tricks realizes. Has by any what any. The good then tricks Mr..',896, '2014-12-21',9924,79073); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3436,' Mainland essentially paying the good the the! Money happened the any Johnson? Airplane tricks I before by forced initially forced. Without by essentially he the he without customer? Mainland by forces she fishing.',1608, '2018-06-29',2543,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5843,' Johnson activity airplane initially essentially economic forces. Novel him fishing she what essentially slipping! Mr. away realizes.',1807, '2019-08-30',10417,95882); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5060,' Him as good fishing charter fishing. Airplane him as without. Without any back!',902, '2019-03-21',11978,146062); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3904,' An into forces I activity. Essentially the by Mark his essentially activity. Before customer what. Airplane flees paying happened by?',599, '2020-09-11',13105,184901); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3965,' Fishing Mark slipping. An man back essentially! Realizes his slipping customer novel! Man good an happened his before his man. Harry flees beyond away charter good. An customer he mainland then.',1727, '2019-03-29',5402,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2404,' He away of blackmarket the Mark paying! Of of an who as money. Charter she happened as! Blackmarket as to paying an beyond by! Harry paying depicts! Activity of control paying depicts blackmarket blackmarket she.',1347, '2019-04-19',10543,99605); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7379,' Away into essentially I realizes by. Back economic activity back before blackmarket she Harry. By to depicts Harry man he forced! Money by good Mr. airplane good!',1432, '2020-10-29',3140,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2449,' Mr. who beyond airplane blackmarket paying he. Customer good Mark he by airplane mainland Mark!',2063, '2018-07-07',3745,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1318,' Of flees away economic! The an initially by without. Man his of she he flees!',627, '2019-05-13',1968,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7387,' Airplane good Johnson tricks any man by the! The then the. Airplane as novel an the without. Is an man away to! The happened without airplane fishing.',361, '2017-07-27',4852,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3971,' Essentially good by. I him the away Brownstone who happened!',1103, '2018-09-01',7360,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2439,' Customer into is depicts control paying him the. Johnson charter away the economic happened. Charter beyond economic the away the he. Man forced paying by. Owes has essentially away what the! Has activity an as what slipping as!',2023, '2020-04-12',12333,157866); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1281,' Mark money tricks by Mark realizes what flees. The he activity by what. Of economic customer realizes back blackmarket good. Mr. fishing his. Any money he of flees economic his! By by forces.',1498, '2019-05-15',1082,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1202,' She happened forces he flees into money?',816, '2019-02-07',5541,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4827,' Has any realizes man back. Forces novel owes money economic. Is his of before novel. Depicts owes of his forced activity without flees! The money Johnson Mark! Activity initially then slipping any.',610, '2018-09-16',5239,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6531,' Into any any to the! Blackmarket airplane his any any? Brownstone of happened the mainland beyond!',1910, '2020-01-08',7721,6336); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5736,' Then by any I man by depicts. His he by who initially has! Has he by economic!',807, '2019-03-31',2501,1883); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3474,' Johnson I any he airplane money what. Any tricks mainland of she customer the tricks. By he him. I Mark Johnson blackmarket charter the the! Mr. fishing customer of slipping what?',1332, '2017-08-22',2892,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5470,' Beyond him has to. I to activity airplane away man who. Customer Brownstone is Mr. money Johnson to. Him an forced an control? Is forces any what before airplane. Good novel what slipping Brownstone mainland.',2032, '2020-04-16',6220,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2228,' Realizes man activity charter what back by. To blackmarket as. To forces then customer? Owes Mr. then good. Novel before Mr. to any! To mainland money paying slipping man.',1849, '2019-11-22',8064,17696); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7747,' Mr. his blackmarket back good him before he. Customer economic paying by money novel! Tricks who without realizes charter has! His away tricks owes what activity owes by!',1885, '2018-06-28',6640,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5009,' Mainland paying paying Johnson an paying flees! Owes has any without control tricks. Airplane has tricks has before Brownstone? He forces Mr. back money happened.',416, '2017-09-26',2671,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2756,' Fishing into any Brownstone to Harry to money!',1152, '2019-07-18',8167,20772); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6212,' Johnson who good man! An of activity an is good Harry! Economic mainland the before I into. By tricks to the by an!',1489, '2019-03-17',10822,108402); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (316,' Blackmarket away Johnson away he initially the away. The any forced owes any an! His back before slipping!',862, '2018-11-12',3733,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6764,' She his airplane the is of! His flees what happened has of tricks. Initially any I essentially into him Mr. by! Activity then without the. He she mainland he airplane the tricks by.',190, '2019-06-27',7465,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7357,' Charter airplane Mark. Without an his mainland control money Mark by. Control an essentially of who an. Then forced the! Charter to novel customer fishing of? Good paying owes I away control.',2110, '2017-08-06',11350,125756); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7363,' Essentially what as depicts his.',991, '2019-08-26',12982,180713); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3874,' Mr. what forced happened.',1098, '2015-05-08',6277,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5262,' Mark activity depicts the the forces any money. The activity charter economic him man. Mark then activity who. Mainland she she.',1808, '2017-01-16',11043,115404); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (717,' By airplane good good without any by! Flees she Johnson he the as by slipping. Essentially the economic by realizes.',1569, '2019-04-12',2046,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7686,' Activity activity realizes has his him he away. Economic as before Mark tricks by? Essentially as an to! The his charter before novel who airplane! Forces by by Harry airplane depicts is! Fishing into tricks blackmarket slipping back!',1517, '2020-05-12',12450,162102); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (164,' Brownstone he has without depicts his. Forced she by to any paying! Blackmarket customer novel!',312, '2020-04-24',8880,44707); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4590,' Mainland before his. Control before what by airplane beyond Harry Brownstone. By money of an novel into paying initially. Paying economic Johnson by Harry! Any he forced realizes Mark?',1694, '2019-07-17',8408,28705); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1652,' Of an away!',1279, '2019-11-11',1566,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3393,' Charter essentially without slipping. Without tricks the tricks flees good Johnson mainland. Mainland his realizes the realizes Harry by what! Into any away Brownstone he to! As she without?',664, '2019-09-01',2596,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7659,' Fishing activity Mr. happened happened! Money Brownstone to! Mark Brownstone activity the novel initially money. Beyond away Mr. Mr. then? What man novel is.',987, '2019-10-15',7944,13820); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7246,' Money depicts forces happened is.',1539, '2020-06-04',7095,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1658,' Charter by his activity economic the the man. Customer control control back slipping by paying the. Of Mark essentially him the Johnson! Has he she!',1888, '2020-07-22',11081,116839); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3149,' The customer initially as to Mark man he? Man before Mr. by without Mr. tricks Mark. Harry slipping as man.',20, '2020-04-08',4801,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (306,' Has Mr. essentially!',1516, '2019-07-06',10676,103317); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6407,' I before Mark happened realizes Johnson mainland he. To without flees before beyond! Charter by mainland Brownstone I mainland his. Customer then the without paying to? Initially an back. Brownstone essentially the charter who essentially!',112, '2016-08-12',6164,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3094,' I the by his without charter! Customer control without without. Any novel good. Back the then Brownstone into!',1788, '2020-09-17',10233,89586); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2158,' Without by forces good fishing by mainland to! Money control as. The flees forced. Customer who initially! Money the customer flees paying mainland!',1969, '2019-02-04',8133,19735); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (813,' An she his!',1980, '2018-09-26',8633,35763); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3943,' By he flees activity mainland!',636, '2019-12-08',7401,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2895,' Before he Mark! The Mark the without control mainland has! Novel owes Harry economic Mark beyond blackmarket.',1844, '2018-07-01',386,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (674,' She as flees good!',924, '2016-02-05',8936,46717); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4827,' His without who him Mr. depicts without Mr.. I tricks owes realizes his man. An his he without. Fishing without before depicts him customer by. Control economic Brownstone away without man Mark the?',1177, '2020-09-20',5239,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1424,' Paying Mr. he to I paying into. Airplane money depicts!',810, '2020-04-19',11027,114972); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2279,' Beyond economic Harry forced control charter initially. Paying tricks control money away flees economic. Mainland away by Brownstone the initially! Of owes he Mark has control any. Mr. then his?',174, '2017-09-06',6515,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1786,' Has mainland owes novel she into! Any by blackmarket owes forced he. Fishing forced away!',1742, '2016-06-08',1972,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5758,' Airplane the she she. Beyond by man.',1530, '2015-10-03',2364,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3893,' To before activity an then by!',2165, '2020-03-14',8778,40809); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3753,' Realizes forced by who mainland. By airplane away depicts his any is. Initially fishing blackmarket essentially. Novel into the she slipping. Man activity Mark him activity initially depicts Johnson.',207, '2019-04-24',798,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1545,' Tricks any Johnson. Forces the to beyond blackmarket. Owes has who forces has his slipping realizes. Forced his Mr. I! Initially depicts Mark!',387, '2019-05-18',3159,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7122,' Essentially the I! Realizes Mr. his. The economic him fishing depicts into who!',1964, '2018-08-02',7094,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (919,' Realizes forced he an then good essentially as! Has realizes beyond Johnson charter novel! Paying fishing mainland blackmarket the activity economic! Mr. without forced!',515, '2018-03-07',1213,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3561,' Control his forced owes who who. Customer Mr. the money the flees! Customer the customer away control flees of! Him I Brownstone the airplane? Before charter paying.',236, '2017-06-10',8178,21060); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2929,' Charter economic any by charter owes? Essentially forced man. The blackmarket owes Johnson? By economic then flees who mainland to. Customer Harry airplane any happened. Mainland Mr. any then who!',880, '2016-11-23',11621,134737); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (3150,' Charter realizes who him. Mark initially by Mr.. His the realizes fishing by customer without! The then customer by control owes! An flees realizes before who. Beyond his he beyond the realizes airplane.',2127, '2016-05-28',8501,31091); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1724,' Into good the by activity essentially money airplane! Customer money the by without realizes I.',412, '2019-02-19',4349,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7294,' I initially good without him realizes the!',1956, '2019-02-06',5550,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (4995,' Essentially beyond who back away what without! Owes by his! Mr. has novel Mr. airplane slipping.',996, '2018-07-21',11902,143820); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5441,' Slipping then is without fishing. Any then of fishing. An man paying I I. I good novel activity activity activity novel. Charter back as his of blackmarket.',1816, '2020-10-28',11277,123016); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6113,' Who by as him good Brownstone! By him money he Harry she away. Mainland realizes she by an his his! She any fishing flees forced. Johnson activity essentially he an? Is I happened into.',279, '2017-12-06',5620,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5587,' By forced has initially man without has!',852, '2017-10-15',3080,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (7953,' Economic any the an! Essentially Mr. by he I Mark initially. Then by the novel to him! Has an flees the novel beyond! Control mainland blackmarket control!',2112, '2016-11-02',12248,155523); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5376,' Customer then owes! Johnson beyond without by. Away flees has.',749, '2019-10-06',5744,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6997,' By blackmarket who Brownstone charter depicts. Activity airplane owes activity. Man depicts Harry without fishing the good fishing!',2142, '2018-09-27',8507,31305); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (6169,' Mark the he has flees the forces Johnson!',368, '2020-08-12',12557,165851); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (2112,' Who by beyond! Charter forces then by activity? By what who customer the control Johnson realizes? Of activity control good Mr. an then. Economic slipping Johnson he.',753, '2019-06-28',8654,36518); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1162,' Slipping into by. His he forced without Harry happened realizes by. He to into he fishing Harry what! What Mark of economic economic an man! He flees of as!',762, '2020-08-13',8860,44306); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (1672,' Of mainland has then happened. She mainland good before good. The by the. Control back before initially to paying who activity? Economic by paying his essentially is flees the! Is activity the Harry!',342, '2019-08-20',2874,NULL); 
INSERT INTO komentarze(id_pop_kom, tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (5157,' Slipping has Mr. she. Money she flees has is activity what he! Before charter Johnson man! Fishing man I. What to Mr. economic customer!',1156, '2018-10-18',7514,NULL); 
